,Id,LotFrontage,LotArea,LotShape,LandContour,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SalePrice,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,MSZoning_C (all),MSZoning_FV,MSZoning_RL,BldgType_1Fam,BldgType_Duplex,HouseStyle_1.5Fin,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_BrkFace,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_VinylSd,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_BrkTil,Foundation_PConc,GarageType_Modified_Attchd,GarageType_Modified_Detchd,bathrooms_final,Garage_final,total_house_area,qual*total_house_area,semi_built_area,BsmtUnitsGrade,BsmtGrade,elec_inf,rooms_to_size,house_to_bsmt_ratio,land_score
605,616,80.0,8800.0,4.0,3,2,145847.08,6,7.0,1963.0,1963,156.0,3,3,3.0,3,2.5,5,763.0,0,0,173.0,936.0,5,1,1054.0,0,1054.0,1.0,1,0,3.0,4,6,8,0.0,0,1963.0,2,2.0,480.0,3,3,120,0,0,0,0,5,2010,137500,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1920.0,1990.0,11940.0,120.0,3815,8424,10,351.3333333333333,0.47035175879396984,10.691944912900398
606,617,65.0,7861.0,3.0,3,2,192854.51,6,5.0,2002.0,2003,0.0,4,3,4.0,3,0.0,5,457.0,0,0,326.0,783.0,5,1,807.0,702,1509.0,1.0,2,1,3.0,4,7,8,1.0,4,2002.0,3,2.0,393.0,3,3,100,75,0,0,0,6,2006,183200,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25,2358.0,2292.0,13752.0,175.0,2285,12528,10,503.0,0.3416230366492147,10.761428573021812
607,618,59.0,7227.0,4.0,3,2,145847.08,6,6.0,1954.0,1954,0.0,3,3,3.0,3,0.0,0,0.0,0,0,832.0,832.0,4,1,832.0,0,832.0,0.0,1,0,2.0,4,4,8,0.0,0,1962.0,1,2.0,528.0,3,3,0,0,0,0,0,6,2008,105500,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1056.0,1664.0,9984.0,0.0,0,7488,9,416.0,0.5,10.677338760511036
608,619,90.0,11694.0,4.0,3,2,289724.71499999997,9,5.0,2007.0,2007,394.375,5,3,5.0,3,2.0,5,48.0,0,0,1686.125,1822.0,5,1,1828.0,0,1828.0,0.0,2,0,3.0,4,9,8,1.0,4,2007.0,1,3.0,774.0,3,3,0,108,0,0,0,7,2007,314813,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2322.0,3650.0,32850.0,368.0,240,36026,10,609.3333333333334,0.49917808219178084,10.976269081169717
609,620,85.0,12244.0,4.0,3,2,242247.45,8,5.0,2003.0,2003,226.0,4,3,4.0,3,2.5,5,871.0,0,0,611.0,1482.0,5,1,1482.0,780,2262.0,1.0,2,1,4.0,4,10,8,2.0,4,2003.0,3,3.0,749.0,3,3,168,0,0,0,0,8,2008,305000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.25,5739.5,3744.0,29952.0,168.0,4355,23712,10,565.5,0.3958333333333333,11.022229212499404
610,621,45.0,8248.0,4.0,3,2,128219.7,3,3.5,1914.0,1950,0.0,3,3,3.0,3,0.0,3,41.0,0,0,823.0,864.0,3,0,864.0,0,864.0,1.0,1,0,2.0,3,5,8,0.0,0,1950.0,0,0.0,0.0,3,3,0,0,0,0,0,9,2008,67000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1728.0,5184.0,0.0,123,7776,5,432.0,0.5,10.627163938130897
611,622,90.0,10800.0,4.0,3,2,189050.07,6,7.0,1974.0,1997,0.0,3,3,3.0,3,0.0,4,956.0,0,0,384.0,1522.0,3,1,1548.0,1066,2614.0,0.0,2,1,4.0,3,9,8,1.0,3,1974.0,2,2.0,624.0,3,3,38,165,0,0,0,6,2008,240000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,2496.0,4136.0,24816.0,281.0,4188,13698,8,653.5,0.3679883945841393,10.896739325546411
612,623,71.0,7064.0,4.0,3,2,136793.14,5,6.0,1977.0,1977,153.0,3,3,3.0,3,0.0,3,560.0,0,0,420.0,980.0,3,1,980.0,0,980.0,0.0,1,0,3.0,3,6,8,0.0,0,1986.0,1,2.0,484.0,3,3,192,0,0,0,0,7,2009,135000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.25,968.0,1960.0,9800.0,192.0,1680,8820,8,326.6666666666667,0.5,10.472204654717896
613,624,74.0,2117.0,4.0,3,2,225379.84,6,5.0,2000.0,2000,394.375,4,3,4.0,3,0.0,5,420.0,0,0,336.0,756.0,5,1,756.0,756,1512.0,0.0,2,1,2.0,4,4,8,1.0,3,2000.0,1,2.0,440.0,3,3,0,32,0,0,0,6,2007,168500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.5,880.0,2268.0,13608.0,32.0,2100,12096,10,756.0,0.3333333333333333,9.826108354640688
614,625,80.0,10400.0,4.0,3,2,189050.07,6,5.0,1972.0,1972,288.0,3,3,3.0,3,0.0,2,247.0,0,0,485.0,732.0,4,1,1012.0,778,1790.0,1.0,1,2,4.0,3,8,8,1.0,3,1972.0,2,2.0,484.0,3,3,148,0,0,0,0,11,2006,165150,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1936.0,2522.0,15132.0,295.0,494,6588,9,447.5,0.29024583663758924,10.858998997563564
615,626,87.0,10000.0,3.0,3,2,145847.08,6,6.0,1962.0,1962,261.0,3,3,3.0,3,0.0,0,0.0,0,0,1116.0,1116.0,3,1,1116.0,0,1116.0,0.0,1,1,3.0,3,5,8,0.0,0,1962.0,1,2.0,440.0,3,3,0,0,0,0,0,2,2010,160000,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,880.0,2232.0,13392.0,385.0,0,10044,8,372.0,0.5,11.002099841204238
616,627,73.0,12342.0,3.0,3,2,145847.08,5,5.0,1960.0,1978,0.0,3,3,3.0,3,0.0,0,0.0,0,0,978.0,978.0,3,1,1422.0,0,1422.0,0.0,1,0,3.0,3,6,8,1.0,3,1960.0,2,1.0,286.0,3,3,0,0,0,0,0,8,2007,139900,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,572.0,2400.0,12000.0,0.0,0,8802,8,474.0,0.4075,11.212522828109067
617,628,80.0,9600.0,4.0,3,2,145847.08,6,6.0,1955.0,1972,164.0,3,3,3.0,3,2.0,3,674.0,0,0,350.0,1156.0,5,1,1520.0,0,1520.0,1.0,1,0,3.0,3,7,8,2.0,4,1955.0,2,1.0,364.0,3,3,0,0,0,0,0,3,2010,153000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,728.0,2676.0,16056.0,0.0,2154,10404,10,506.6666666666667,0.4319880418535127,10.778956289890028
618,629,70.0,11606.0,3.0,3,2,145847.08,5,5.0,1969.0,1969,192.0,3,3,4.0,3,2.0,2,650.0,0,0,390.0,1040.0,3,1,1040.0,1040,2080.0,0.0,1,2,4.5,2,9,8,2.0,3,1969.0,1,2.0,504.0,3,3,335,0,0,0,0,9,2007,135000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,1008.0,3120.0,15600.0,335.0,1300,16640,8,416.0,0.3333333333333333,11.15103695397861
619,630,82.0,9020.0,4.0,3,2,145847.08,6,5.0,1964.0,1964,259.0,3,3,3.0,3,2.5,5,624.0,0,0,288.0,1248.0,3,1,1350.0,0,1350.0,1.0,1,1,3.0,3,6,8,0.0,0,1964.0,2,2.0,520.0,3,3,176,0,0,0,0,6,2008,168500,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.5,2080.0,2598.0,15588.0,176.0,3792,11232,8,450.0,0.48036951501154734,10.71663752549077
620,631,50.0,9000.0,4.0,3,2,128225.3,5,6.0,1883.125,1991,0.0,3,3,2.0,3,0.0,0,0.0,0,0,636.0,636.0,3,1,1089.0,661,1750.0,0.0,1,0,3.0,5,8,8,0.0,0,1937.0,1,1.0,240.0,3,3,0,0,0,0,0,6,2006,124000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.25,240.0,2386.0,11930.0,0.0,0,2544,7,583.3333333333334,0.26655490360435874,10.714417768752456
621,632,34.0,4590.0,4.0,3,2,289724.71499999997,8,5.0,2006.0,2006,108.0,4,3,4.0,3,1.0,5,24.0,0,0,1530.0,1554.0,5,1,1554.0,0,1554.0,0.0,2,0,2.0,4,6,8,1.0,4,2006.0,2,2.0,627.0,3,3,156,73,0,0,0,8,2007,209500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2508.0,3108.0,24864.0,229.0,120,24864,10,777.0,0.5,10.04107321548869
622,633,85.0,11900.0,4.0,3,2,189050.07,7,5.0,1977.0,1977,209.0,3,3,3.0,3,0.0,4,822.0,0,0,564.0,1386.0,3,1,1411.0,0,1411.0,0.0,2,0,3.0,3,6,8,1.0,3,1977.0,3,2.0,544.0,3,3,192,0,0,0,0,4,2009,82500,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3264.0,2797.0,19579.0,192.0,3288,12474,8,470.3333333333333,0.49553092599213444,10.993731591533722
623,634,80.0,9250.0,4.0,3,2,145847.08,5,7.0,1954.0,2005,0.0,3,3,3.0,3,0.0,3,480.0,0,0,108.0,1056.0,3,1,1056.0,0,1056.0,0.0,1,0,3.0,3,6,8,0.0,0,1954.0,1,1.0,260.0,3,3,390,0,0,0,0,7,2007,139400,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,260.0,2112.0,10560.0,390.0,1908,9504,8,352.0,0.5,10.741816742940571
624,635,64.0,6979.0,4.0,3,2,128225.3,6,5.0,1980.0,1980,0.0,3,3,3.0,3,0.0,5,1056.0,0,0,0.0,1056.0,4,1,1056.0,0,1056.0,2.0,0,0,1.0,3,4,8,0.0,0,1980.0,1,2.0,576.0,3,3,264,56,0,0,0,6,2010,144000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1152.0,2112.0,12672.0,320.0,5280,9504,9,907.5624999999999,0.5,10.460098831451251
625,636,60.0,10896.0,4.0,3,2,142591.36,6,7.0,1914.0,1995,0.0,2,3,3.0,3,0.0,1,256.0,0,0,1184.0,1440.0,5,1,1440.0,1440,2715.375,0.0,2,0,4.5,2,10,8,0.0,0,1995.0,0,0.0,0.0,3,3,0,110,0,0,0,3,2007,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4454.875,29010.0,110.0,256,12960,9,424.375,0.29782833505687695,11.087910497617349
626,637,51.0,6120.0,4.0,3,2,124834.05,2,3.5,1936.0,1950,0.0,2,3,3.0,3,0.0,0,0.0,0,0,264.0,264.0,2,0,800.0,0,800.0,0.0,1,0,1.0,2,4,8,1.0,1,1950.0,0,0.0,0.0,3,3,0,0,0,0,0,1,2009,60000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25,0.0,1064.0,2128.0,0.0,0,2376,5,800.0,0.24812030075187969,10.328755287940472
627,638,50.0,6000.0,4.0,3,2,128225.3,5,4.0,1954.0,1954,0.0,3,3,3.0,3,0.0,0,0.0,0,0,811.0,811.0,3,1,811.0,576,1387.0,0.0,2,0,3.0,4,7,8,0.0,0,1954.0,1,1.0,256.0,3,3,0,0,0,0,0,11,2009,93000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,256.0,2198.0,10990.0,0.0,0,7299,7,462.3333333333333,0.3689717925386715,10.308952660644293
628,639,67.0,8777.0,4.0,3,2,128219.7,5,7.0,1910.0,1950,0.0,3,3,2.0,3,0.0,0,0.0,0,0,796.0,796.0,4,1,796.0,0,796.0,0.0,1,0,2.0,3,4,8,0.0,0,1950.0,0,0.0,0.0,3,3,328,0,0,0,0,5,2008,85000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1592.0,7960.0,328.0,0,3184,8,398.0,0.5,10.689327855026217
629,640,53.0,3982.0,4.0,3,2,194870.88,8,5.0,2006.0,2006,0.0,4,3,4.0,3,2.0,5,1154.0,0,0,366.0,1520.0,5,1,1567.0,0,1567.0,1.0,2,0,1.0,5,7,8,1.0,4,2006.0,3,3.0,648.0,3,3,312,0,0,0,0,10,2006,264561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5739.5,3087.0,24696.0,312.0,5770,24320,10,907.5624999999999,0.49238743116294137,9.898977397058243
630,641,62.0,12677.0,3.0,3,2,289724.71499999997,8,5.0,2003.0,2004,394.375,5,3,5.0,3,2.5,5,1218.0,0,0,300.0,1518.0,5,1,1518.0,0,1518.0,0.0,1,1,1.0,5,6,8,1.0,4,2003.0,2,2.0,588.0,3,3,185,140,0,0,0,4,2008,274000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.5,2352.0,3036.0,24288.0,325.0,6090,36026,10,907.5624999999999,0.5,11.239304076166782
631,642,74.0,7050.0,4.0,3,2,225379.84,7,5.0,2001.0,2001,0.0,4,3,4.0,3,0.0,5,738.0,0,0,319.0,1057.0,5,1,1057.0,872,1929.0,1.0,2,1,3.0,4,7,8,1.0,3,2001.0,3,2.0,650.0,3,3,0,165,0,0,0,5,2007,226000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25,3900.0,2986.0,20902.0,235.0,3690,16912,10,643.0,0.3539852645679839,10.470220808240414
632,643,75.0,13860.0,4.0,3,2,145847.08,8,7.0,1972.0,1995,0.0,4,3,4.0,3,2.5,5,1410.0,0,0,542.0,1952.0,4,1,2000.0,704,2704.0,1.0,2,1,4.0,5,9,8,2.5,3,1972.0,3,2.0,538.0,3,3,269,111,0,0,0,7,2009,345000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,3228.0,4454.875,34119.375,380.0,7050,31232,9,676.0,0.41924398625429554,11.146200185177994
633,644,80.0,10793.0,4.0,3,2,189050.07,5,5.0,1969.0,1969,263.0,3,3,3.0,3,0.0,2,493.0,0,0,0.0,780.0,5,1,780.0,840,1620.0,0.0,2,1,4.0,3,7,8,0.0,0,1969.0,3,2.0,462.0,3,3,208,0,0,0,0,4,2007,152000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.5,2772.0,2400.0,12000.0,208.0,1847,7020,10,405.0,0.325,10.896090967259447
634,645,85.0,9187.0,4.0,3,2,225379.84,9,5.0,2009.0,2009,162.0,5,3,5.0,3,1.0,5,1121.0,0,0,645.0,1766.0,5,1,1766.0,0,1766.0,1.0,2,1,2.0,5,7,8,1.0,4,2009.0,3,3.0,478.0,3,3,195,130,0,0,0,10,2009,370878,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.25,4302.0,3532.0,31788.0,325.0,5605,36026,10,883.0,0.5,10.734982632705567
635,646,73.0,10530.0,3.0,3,2,145847.08,6,5.0,1971.0,1971,0.0,3,3,3.0,3,0.0,4,282.0,0,0,664.0,981.0,3,1,981.0,0,981.0,1.0,1,1,3.0,3,5,8,0.0,0,1979.0,1,2.0,576.0,3,3,0,165,0,0,0,3,2007,143250,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1152.0,1962.0,11772.0,312.0,1163,8829,8,327.0,0.5,11.053743074356076
636,647,60.0,7200.0,4.0,3,2,145847.08,5,5.0,1950.0,1950,0.0,3,3,1.5,3,0.0,0,0.0,0,0,0.0,73.375,4,1,1048.0,0,1048.0,0.0,1,0,3.0,3,7,8,0.0,0,1950.0,1,2.0,420.0,3,3,0,27,0,0,0,7,2008,98300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,840.0,1048.0,5240.0,27.0,0,0,9,349.3333333333333,0.08333333333333331,10.491274217438248
637,648,85.0,10452.0,3.0,3,2,128219.7,6,5.0,1953.0,1953,216.0,3,3,3.0,3,1.0,2,500.0,0,0,594.0,1094.0,5,1,1094.0,0,1094.0,0.0,1,0,3.0,3,5,8,2.0,4,1953.0,2,2.0,495.0,3,3,0,0,0,0,0,6,2008,155000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.25,1980.0,2188.0,13128.0,287.0,1000,9846,10,364.6666666666667,0.5,11.046308095868557
638,649,70.0,7700.0,4.0,3,2,145847.08,6,5.0,1966.0,1966,351.0,3,3,3.0,3,0.0,0,0.0,0,0,756.0,756.0,3,1,1051.0,788,1839.0,0.0,1,1,4.0,3,7,8,1.0,3,1966.0,1,2.0,442.0,3,3,0,124,0,0,0,6,2010,155000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,884.0,2595.0,15570.0,124.0,0,6804,8,459.75,0.29132947976878615,10.558413520275876
639,650,30.0,1936.0,4.0,3,2,98576.47,4,6.0,1970.0,1970,0.0,3,3,4.0,3,2.0,3,131.0,0,0,0.0,630.0,4,1,630.0,0,630.0,1.0,1,0,1.0,3,3,8,0.0,0,1970.0,0,0.0,0.0,3,3,0,0,0,0,0,12,2007,84500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1260.0,5040.0,0.0,2888,10080,9,630.0,0.5,9.826108354640688
640,651,65.0,8125.0,4.0,3,2,225379.84,7,6.0,2007.0,2007,0.0,4,3,4.0,3,0.0,0,0.0,0,0,813.0,813.0,5,1,822.0,843,1665.0,0.0,2,1,3.0,4,7,8,0.0,0,2007.0,2,2.0,562.0,3,3,0,0,0,0,0,5,2008,205950,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2248.0,2478.0,17346.0,0.0,0,13008,10,555.0,0.3280871670702179,10.612138919632038
641,652,60.0,9084.0,4.0,3,2,128219.7,4,5.0,1940.0,1950,0.0,3,3,3.0,3,1.0,0,0.0,0,0,755.0,755.0,3,1,755.0,755,1510.0,1.0,1,0,4.0,3,7,8,1.0,4,1940.0,1,1.0,296.0,3,3,120,0,0,0,0,10,2009,108000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,296.0,2265.0,9060.0,120.0,0,6795,8,377.5,0.3333333333333333,10.72370781565955
642,653,70.0,8750.0,4.0,3,2,197965.77,7,5.0,1996.0,1996,0.0,4,3,4.0,3,0.0,0,0.0,0,0,880.0,880.0,5,1,909.0,807,1716.0,0.0,2,1,2.0,4,7,8,1.0,3,1996.0,2,2.0,512.0,3,3,0,120,0,0,0,7,2009,191000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2048.0,2596.0,18172.0,120.0,0,14080,10,858.0,0.3389830508474576,10.68624689178576
643,654,60.0,10320.0,4.0,3,2,100123.78,6,7.0,1906.0,1995,0.0,3,3,3.0,3,0.0,0,0.0,0,0,756.0,756.0,5,1,756.0,713,1469.0,0.0,1,0,3.0,3,7,8,0.0,0,1906.0,1,1.0,216.0,3,3,57,0,0,0,0,6,2008,135000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,216.0,2225.0,13350.0,57.0,0,6804,10,489.6666666666667,0.33977528089887643,10.851276951469654
644,655,91.0,10437.0,3.0,3,2,289724.71499999997,8,6.0,1995.0,1995,394.375,4,3,4.0,3,2.5,5,1696.0,0,0,413.0,1992.375,5,1,2106.125,0,2113.0,1.0,2,1,2.0,4,7,8,1.0,3,1995.0,3,3.0,839.0,3,3,236,46,0,0,0,8,2008,350000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.25,5739.5,4222.0,33776.0,282.0,7750,33744,10,907.5624999999999,0.49952629085741357,11.044871933048107
645,656,30.0,1680.0,4.0,3,2,104493.75,6,5.0,1971.0,1971,381.0,3,3,3.0,3,0.0,0,0.0,0,0,525.0,525.0,3,1,525.0,567,1092.0,0.0,1,1,3.0,3,6,8,0.0,0,1971.0,1,1.0,264.0,3,3,0,0,0,0,0,3,2010,88000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,264.0,1617.0,9702.0,0.0,0,4725,8,364.0,0.3246753246753247,9.826108354640688
646,657,72.0,10007.0,3.0,3,2,145847.08,5,7.0,1959.0,2006,54.0,4,3,3.0,3,0.0,4,806.0,0,0,247.0,1053.0,5,1,1053.0,0,1053.0,1.0,1,1,3.0,4,5,8,0.0,0,1959.0,2,1.0,312.0,3,3,0,0,0,0,0,8,2008,145500,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.5,624.0,2106.0,10530.0,0.0,3224,9477,10,351.0,0.5,11.00279959631851
